run_id,epoch,seg_mri,domain_loss_mri,domain_loss_us,domain_loss,weak_us,outside_loss,inside_presence_loss,area_loss,total_loss,dom_acc,bbox_in,bbox_iou,bbox_centroid_inside,predicted_area_ratio,mean_inside_prob,max_inside_prob,topk_inside_prob,val_loss,val_dice,val_hd95,val_obj_precision,val_weak_us,val_outside_loss,val_inside_presence_loss,val_area_loss,val_bbox_in,val_bbox_iou,val_bbox_centroid_inside,val_predicted_area_ratio,val_mean_inside_prob,val_max_inside_prob,val_topk_inside_prob,alpha,lambda_mri,lambda_us,lambda_domain,use_dann,weak_mode,lr_encoder,lr_decoder,lr_discriminator,target_score,steps_per_epoch,is_best,timestamp
20260526_235042,1,0.035239,0.000000,0.000000,0.000000,1.966462,0.031258,0.341211,1.252782,1.018470,0.500000,0.000000,0.000000,0.000000,0.727711,0.006408,0.033055,0.018994,0.093223,0.887533,7.6679,0.947368,1.305854,0.012877,0.349635,0.593708,0.000000,0.000000,0.000000,0.386113,0.000170,0.001545,0.000365,0.000000,1.000000,0.500000,0.000000,0,bbox,1.00e-05,5.00e-06,1.00e-04,-0.280766,28,1,2026-05-26 23:52:32
20260526_235042,2,0.039619,0.000000,0.000000,0.000000,1.037199,0.002105,0.341475,0.352144,0.558218,0.500000,0.031250,0.005542,0.031250,0.206376,0.004862,0.028614,0.013784,0.097609,0.883633,8.1139,0.951974,1.145902,0.002448,0.349687,0.444081,0.000000,0.000000,0.000000,0.122917,0.000146,0.001126,0.000313,0.000000,1.000000,0.500000,0.000000,0,bbox,1.00e-05,5.00e-06,1.00e-04,-0.318344,28,0,2026-05-26 23:52:57
20260526_235042,3,0.033381,0.000000,0.000000,0.000000,0.975146,0.002291,0.340681,0.291495,0.520954,0.500000,0.055926,0.012500,0.062500,0.019776,0.006120,0.031724,0.015232,0.095339,0.886947,7.5508,0.948465,0.999546,0.000669,0.349672,0.299533,0.000000,0.000000,0.000000,0.009269,0.000144,0.001565,0.000328,0.000000,1.000000,0.500000,0.000000,0,bbox,1.00e-05,5.00e-06,1.00e-04,-0.394996,28,0,2026-05-26 23:53:22
20260526_235042,4,0.032300,0.000000,0.000000,0.000000,0.901261,0.002566,0.340165,0.218364,0.482931,0.500000,0.025738,0.002420,0.031250,0.017806,0.008237,0.033840,0.022221,0.094609,0.888082,7.5184,0.948300,0.906385,0.001374,0.349714,0.205582,0.000000,0.000000,0.000000,0.013490,0.000120,0.001884,0.000286,0.000000,1.000000,0.500000,0.000000,0,bbox,1.00e-05,5.00e-06,1.00e-04,-0.367332,28,0,2026-05-26 23:53:47
20260526_235042,5,0.033199,0.000000,0.000000,0.000000,0.902019,0.004055,0.338948,0.220067,0.484209,0.500000,0.000000,0.000000,0.000000,0.010989,0.009676,0.042842,0.025080,0.090530,0.893399,7.5252,0.941064,0.888465,0.001556,0.349532,0.187846,0.000000,0.000000,0.050000,0.005212,0.000182,0.004250,0.000468,0.000000,1.000000,0.500000,0.000000,0,bbox,1.00e-05,5.00e-06,1.00e-04,-0.356907,28,0,2026-05-26 23:54:11
20260526_235042,6,0.029845,0.000000,0.000000,0.000000,0.860141,0.002962,0.337799,0.181581,0.459916,0.500000,0.031120,0.014054,0.031250,0.016595,0.009335,0.043496,0.025228,0.090977,0.892794,7.3888,0.938596,0.878485,0.001694,0.349211,0.178368,0.000000,0.000000,0.000000,0.003814,0.000287,0.004831,0.000789,0.000000,1.000000,0.500000,0.000000,0,bbox,1.00e-05,5.00e-06,1.00e-04,-0.367568,28,0,2026-05-26 23:54:38
20260526_235042,7,0.031442,0.000000,0.000000,0.000000,0.858140,0.003632,0.336820,0.180868,0.460512,0.500000,0.000000,0.000000,0.000000,0.018304,0.010008,0.045020,0.026942,0.087833,0.896049,7.4211,0.936787,0.875316,0.001690,0.349522,0.174582,0.000000,0.000000,0.000000,0.003356,0.000188,0.003177,0.000478,0.000000,1.000000,0.500000,0.000000,0,bbox,5.00e-06,2.50e-06,5.00e-05,-0.368365,28,0,2026-05-26 23:55:07
20260526_235042,8,0.030126,0.000000,0.000000,0.000000,0.859469,0.003050,0.337840,0.180738,0.459860,0.500000,0.055777,0.004517,0.062500,0.010962,0.008620,0.044683,0.023618,0.087723,0.895961,7.4318,0.927083,0.873490,0.001770,0.349378,0.172963,0.000000,0.000000,0.000000,0.006881,0.000240,0.004044,0.000622,0.000000,1.000000,0.500000,0.000000,0,bbox,5.00e-06,2.50e-06,5.00e-05,-0.363738,28,0,2026-05-26 23:55:32
20260526_235042,9,0.029950,0.000000,0.000000,0.000000,0.848749,0.002864,0.337532,0.170821,0.454324,0.500000,0.000000,0.000000,0.000000,0.007477,0.009835,0.047355,0.026590,0.086370,0.897400,7.5968,0.933498,0.870480,0.001825,0.349157,0.170341,0.000000,0.000000,0.000000,0.006672,0.000316,0.006102,0.000843,0.000000,1.000000,0.500000,0.000000,0,bbox,5.00e-06,2.50e-06,5.00e-05,-0.361762,28,0,2026-05-26 23:55:58
20260526_235042,10,0.028369,0.000000,0.000000,0.000000,0.857437,0.003242,0.338462,0.177272,0.457088,0.500000,0.000000,0.000000,0.000000,0.022126,0.009390,0.044564,0.023736,0.086958,0.896215,7.2446,0.929550,0.865059,0.001928,0.348551,0.166029,0.000000,0.000000,0.000000,0.006541,0.000509,0.010138,0.001449,0.000000,1.000000,0.500000,0.000000,0,bbox,5.00e-06,2.50e-06,5.00e-05,-0.357670,28,0,2026-05-26 23:56:29
20260526_235042,11,0.028576,0.000000,0.000000,0.000000,0.839102,0.003281,0.336131,0.163559,0.448127,0.500000,0.000000,0.000000,0.000000,0.012428,0.010803,0.049920,0.029921,0.084799,0.899039,7.5226,0.934594,0.862638,0.001980,0.347099,0.166460,0.031250,0.000013,0.031250,0.010444,0.000908,0.024953,0.002901,0.000000,1.000000,0.500000,0.000000,0,bbox,5.00e-06,2.50e-06,5.00e-05,-0.273120,28,1,2026-05-26 23:56:58
20260526_235042,12,0.032311,0.000000,0.000000,0.000000,0.840018,0.003463,0.335509,0.165537,0.452320,0.500000,0.086652,0.035439,0.093750,0.067836,0.013511,0.056916,0.032270,0.084482,0.899125,7.5281,0.929002,0.876388,0.001741,0.347994,0.178658,0.000000,0.000000,0.000000,0.005227,0.000690,0.020141,0.002006,0.000000,1.000000,0.500000,0.000000,0,bbox,5.00e-06,2.50e-06,5.00e-05,-0.355835,28,0,2026-05-26 23:57:25
20260526_235042,13,0.027579,0.000000,0.000000,0.000000,0.827930,0.003238,0.335446,0.153800,0.441543,0.500000,0.000000,0.000000,0.000000,0.005425,0.010869,0.058130,0.029143,0.085265,0.897900,7.4541,0.931195,0.865481,0.001925,0.348200,0.167156,0.000000,0.000000,0.000000,0.005521,0.000638,0.020099,0.001800,0.000000,1.000000,0.500000,0.000000,0,bbox,5.00e-06,2.50e-06,5.00e-05,-0.353205,28,0,2026-05-26 23:57:52
20260526_235042,14,0.030757,0.000000,0.000000,0.000000,0.852058,0.004460,0.333681,0.180235,0.456786,0.500000,0.128003,0.011300,0.156250,0.019289,0.015294,0.065795,0.034432,0.082430,0.901893,6.9526,0.926535,0.862409,0.002133,0.347834,0.164607,0.003125,0.000050,0.050000,0.012236,0.000742,0.031007,0.002166,0.000000,1.000000,0.500000,0.000000,0,bbox,5.00e-06,2.50e-06,5.00e-05,-0.320756,28,0,2026-05-26 23:58:25
